Region,WellName,Latitude,Longitude
Manawat??-Whanganui,301019,-40.06993,175.1766
Manawat??-Whanganui,312001,-40.18707,175.2762
Manawat??-Whanganui,316037,-40.1796,175.6261
Manawat??-Whanganui,338005,-40.37213,175.8656
Manawat??-Whanganui,339001,-40.33653,175.9901
Manawat??-Whanganui,342051,-40.478,175.2802
Manawat??-Whanganui,346031,-40.4017,175.6465
Manawat??-Whanganui,353291,-40.58817,175.3572
Manawat??-Whanganui,698011,-39.87232,174.8973
Manawat??-Whanganui,312020,-40.13105,175.2926
Manawat??-Whanganui,315027,-40.18407,175.5861
Manawat??-Whanganui,324067,-40.21712,175.4268
Manawat??-Whanganui,334091,-40.37502,175.4843
Manawat??-Whanganui,336114,-40.34988,175.6571
Manawat??-Whanganui,348134,-40.43116,175.8636
Manawat??-Whanganui,352099,-40.59124,175.27440000000001
Manawat??-Whanganui,352312,-40.55652,175.2129
Manawat??-Whanganui,353015,-40.55738,175.3458
Manawat??-Whanganui,353121,-40.58393,175.3603
Manawat??-Whanganui,353251,-40.56603,175.3221
Manawat??-Whanganui,357109,-40.51744,175.7559
Manawat??-Whanganui,362001,-40.65664,175.2212
Manawat??-Whanganui,362921,-40.69543,175.2661
Manawat??-Whanganui,363112,-40.61935,175.3275
Manawat??-Whanganui,372003,-40.70802,175.208
Manawat??-Whanganui,372034,-40.71748,175.2079
Manawat??-Whanganui,372136,-40.71759,175.2164
Manawat??-Whanganui,319004,-40.17939,175.9891
Manawat??-Whanganui,332039,-40.3089,175.2555
Manawat??-Whanganui,332065,-40.3679,175.2886
Manawat??-Whanganui,347056,-40.46536,175.7834
Manawat??-Whanganui,402001,-40.07626,176.2181
Manawat??-Whanganui,421013,-40.23988,176.1185
Manawat??-Whanganui,430008,-40.30002,176.0198
Marlborough,4118,-41.50128,173.8761
Marlborough,188,-41.45817,173.9996
Marlborough,548,-41.50661,173.8161
Marlborough,662,-41.51305,173.8717
Marlborough,4403,-41.50437,174.0043
Marlborough,2651,-41.50399,173.7657
Marlborough,3120,-41.50878,173.9372
Marlborough,398,-41.49174,173.8109
Marlborough,bore 15,-41.55346,173.5221
Marlborough,3278,-41.52427,173.8861
Marlborough,448,-41.35614,173.95
Marlborough,1634,-41.40217,174.0389
Marlborough,4442,-41.42294,174.0106
Marlborough,10323,-41.2394,173.583
Marlborough,447,-41.29427,173.858
Marlborough,3217,-41.56024,173.8461
Marlborough,1945,-41.55432,173.8095
Marlborough,4404,-41.48236,173.9413
Marlborough,10346,-41.51731,174.049
Marlborough,1733,-41.48318,174.0344
Marlborough,3009,-41.47029,173.8997
Marlborough,3069,-41.53949,173.7892
Marlborough,4402 Alabama Road,-41.52678,173.9868
Northland,Aupouri GW at 1 Kaka St (Ahipara NGMP site),-35.16236,173.1615
Northland,Aupouri GW at 4036 Far North Rd (Fish Club),-34.81985,173.1248
Northland,Aupouri GW at 419 Paparore Rd (FN Farms NGMP site),-34.98561,173.2066
Northland,Aupouri GW at Far North Rd (Awanui Farms),-35.02892,173.2545
Northland,Bland Bay GW at Whangaruru Nth Rd (Camp New Bore),-35.34619,174.3535
Northland,Bland Bay GW at Whangaruru Nth Rd (Camp Old Bore),-35.34634,174.3538
Northland,Coopers Cable GW at 154 SH10 (Youth Camp),-34.9926,173.5118
Northland,Coopers Cable GW at 422 SH10 (Croquet Club),-34.99063,173.4791
Northland,Glenbervie GW at 225 Ngunguru Rd (Green NGMP site),-35.67111,174.3507
Northland,Glenbervie GW at 294 Ngunguru Rd,-35.6676,174.3576
Northland,Aupouri GW at 87 Hukatere Rd old bore (NGMP site),-34.84845,173.1184
Northland,Kaikohe GW at 75 Thorpe Rd (Nursery NGMP site),-35.42181,173.7991
Northland,Mangawhai GW at Black Swamp Rd (Riverside Camp),-36.13084,174.585
Northland,Mangawhai Heads GW at Moir Point Rd (Hideaway Camp),-36.11568,174.5854
Northland,Mangawhai Heads GW at Golf Club (SOE Bore),-36.09535,174.5853
Northland,Matapouri GW at 15 Te Wairoa Street,-35.56595,174.5072
Northland,Matarau GW at 1342 Pipiwai Rd,-35.65666,174.1666
Northland,Maungakaramea GW at 88 Maungakaramea Rd,-35.85095,174.2027
Northland,Maunu East GW at 507 SH14,-35.74468,174.2678
Northland,Ngunguru GW at 1919 Ngunguru Rd,-35.63329,174.5005
Northland,Oakura Bay GW at 3 Te Kapua Street,-35.39028,174.3439
Northland,Pataua North GW at WDC Public Toilets,-35.71255,174.5223
Northland,Pataua South GW at WDC Public Toilets,-35.71591,174.5202
Northland,Ruawai GW at Westlake St (KDC Bore 3),-36.13864,174.0225
Northland,Russell GW at 47 The Strand,-35.26024,174.1209
Northland,Sandy Bay GW at WDC Public Toilets,-35.55663,174.4742
Northland,Taiharuru Bay GW at WDC Public Toilets,-35.73011,174.5517
Northland,Taipa GW at Mamaru Rd (High School),-34.99466,173.4647
Northland,Tara GW at 551 Tara Rd (Orchard NGMP site),-36.1059,174.5169
Northland,Taupo Bay GW at 53 Marlin Drive,-34.99539,173.712
Northland,Te Ngaere Bay GW at 1779 Wainui Rd,-35.02161,173.8681
Northland,Three Mile Bush GW at 439 3 Mile Bush Rd,-35.69194,174.2543
Northland,Tutukaka GW at Matapouri Rd (NGMP site),-35.60933,174.524
Northland,Kerikeri GW at 10 Pungaere Rd,-35.20201,173.9118
Northland,Aupouri GW at End of West Coast Rd,-35.03488,173.168
Northland,Whananaki North GW at WDC Public Toilets,-35.50842,174.4639
Northland,Whangaumu Bay GW at WDC Public Toilets,-35.63568,174.5316
Northland,Whatitiri GW at 311 Kerehanga Rd,-35.76361,174.1363
Northland,Aupouri GW at Kaimaumau Rd (NRC Shallow Bore),-34.93189,173.2458
Northland,Aupouri GW at Kaimaumau Rd (NRC Deep Bore),-34.93204,173.2456
Northland,Aupouri GW at 87 Hukatere Rd new bore (NGMP site),-34.84845,173.1184
Otago,F40/0025,-44.70475,169.1418
Otago,F40/0206,-44.70539,169.1873
Otago,F41/0104,-44.99908,168.7831
Otago,F41/0162,-44.98592,169.1884
Otago,F41/0300,-45.05765,169.1643
Otago,F42/0113,-45.33341,168.7177
Otago,G40/0175,-44.83096,169.4134
Otago,G40/0206,-44.76156,169.3293
Otago,G41/0211,-44.85172,169.3703
Otago,G41/0254,-45.07793,169.5775
Otago,G42/0123,-45.21125,169.3993
Otago,G42/0290,-45.2026,169.4095
Otago,G43/0009,-45.64063,169.3729
Otago,G44/0127,-45.88697,169.2286
Otago,G44/0136,-45.88035,169.2754
Otago,G45/0225,-46.01607,169.2244
Otago,H43/0132,-45.49702,170.1247
Otago,H44/0007,-45.91083,170.1493
Otago,H45/0314,-46.07807,170.0027
Otago,H46/0118,-46.29568,169.7434
Otago,H46/0144,-46.27705,169.821
Otago,I44/0495,-45.85839,170.3239
Otago,I44/0519,-45.84659,170.3302
Otago,I44/0821,-45.85292,170.3724
Otago,I44/0964,-45.87711,170.3262
Otago,J41/0008,-45.13119,170.9
Otago,J41/0317,-44.94974,171.0773
Otago,J41/0442,-44.92764,170.9191
Otago,J41/0571,-45.00275,171.0472
Otago,J41/0576,-44.97886,171.0686
Otago,J41/0586,-44.93794,171.0271
Otago,J42/0126,-45.17123,170.8991
Otago,J43/0006,-45.47126,170.7209
Otago,Kakanui at Bore 10 Gemmels Crossing,-45.11706,170.8261
Otago,Kakanui at Bore 3 Wallis Farm,-45.06467,170.7828
Otago,Kakanui at Bore 5 Newlands Farm,-45.08823,170.7807
Otago,F40/0045,-44.72662,169.1595
Otago,Arrow Groundwater at Morven Ferry,-44.9855,168.8435
Otago,White-Hall Bore,-45.508,169.2929
Otago,G40/0120,-44.65262,169.2773
Southland,F44/0467,-45.78189,168.712
Southland,F46/0185,-46.34526,168.7742
Southland,E44/0008,-45.85579,168.6175
Southland,F46/0184,-46.31332,168.8281
Southland,E45/0011,-46.14184,168.2228
Southland,E45/0012,-46.0584,168.2414
Southland,E46/0097,-46.34915,168.3921
Southland,F45/0167,-45.94095,168.7717
Southland,E46/0094,-46.29053,168.178
Southland,E46/0099,-46.2428,168.3334
Southland,E44/0036,-45.86731,168.5495
Southland,F45/0168,-46.0653,168.9498
Southland,D45/0004,-46.02596,168.0343
Southland,E46/0092,-46.18376,168.0952
Southland,D45/0005,-46.12201,168.0219
Southland,F46/0183,-46.33124,168.5886
Southland,F44/0139,-45.78599,168.741
Southland,D43/0004,-45.5452,167.8948
Southland,D46/0031,-46.25671,168.04
Southland,E44/0044,-45.87626,168.3323
Southland,E44/0007,-45.79094,168.4307
Southland,E45/0034,-46.07686,168.3313
Southland,E45/0768,-46.05959,168.1727
Southland,E43/0026,-45.5093,168.574
Southland,F44/0018,-45.75795,168.7392
Southland,E44/0087,-45.6858,168.4144
Southland,D43/0067,-45.53302,167.6437
Southland,D45/0276,-46.01648,167.6911
Southland,D46/0247,-46.32969,168.0523
Southland,E45/0699,-46.12239,168.0981
Southland,E46/0013,-46.25271,168.4066
Southland,F45/0610,-45.91585,168.6211
Southland,E46/0867,-46.33922,168.3216
Taranaki,GND0430,-39.52922,174.3241
Taranaki,GND0451,-39.58178,174.1808
Taranaki,GND0514,-38.98199,174.4319
Taranaki,GND0563,-39.31548,174.3807
Taranaki,GND0636,-39.47028,174.134
Taranaki,GND0827,-39.5814,174.1829
Taranaki,GND0829,-39.76132,174.5053
Taranaki,GND0834,-39.58454,174.2425
Taranaki,GND0866,-39.60278,174.454
Taranaki,GND1075,-39.33447,174.3172
Taranaki,GND1091,-39.06319,174.2406
Taranaki,GND1095,-39.24541,173.8499
Taranaki,GND1101,-39.30725,173.7642
Taranaki,GND1105,-39.48148,174.2076
Taranaki,GND1112,-39.55187,174.189
Taranaki,GND1194,-39.66193,174.4512
Taranaki,GND1196,-39.43264,174.2697
Taranaki,GND1718,-39.01719,174.3982
Taranaki,GND2098,-39.11708,173.9479
Taranaki,GND2114,-39.18914,173.871
Taranaki,GND2166,-39.27827,174.182
Taranaki,GND2197,-39.74077,174.4589
Taranaki,GND2213,-39.0662,174.1564
Taranaki,GND2242,-39.76335,174.6235
Taranaki,GND2484,-39.13609,174.1289
Taranaki,GND2513,-39.15856,174.3641
Taranaki,GND3006,-39.31513,173.8895
Taranaki,GND3011,-39.54415,173.988
Taranaki,GND3012,-39.43149,173.8556
Taranaki,GND3014,-39.40801,174.0625
Taranaki,GND3027,-39.16788,174.2388
Taranaki,GND0508,-39.11536,174.0876
Taranaki,GND0213,-39.00308,174.2841
Tasman,GW 3115 - Drummond,-41.08965,172.9903
Tasman,GW 23759 - Collingwood,-40.66958,172.6432
Tasman,GW 6342 - Takaka Fire,-40.85738,172.8063
Tasman,GW 6601 - Central Takaka Water Bore,-40.87673,172.8175
Tasman,GW Pupu Main Spring,-40.84793,172.7686
Tasman,GW 3393 - Kildrummy,-41.13579,172.9997
Tasman,GW 23604 - Bensemann,-41.12188,173.0207
Tasman,GW 23806 - Tapawera,-41.39502,172.8226
Tasman,GW 8054 - Middletons,-41.27701,173.0903
Tasman,GW 8404 - Wrattens,-41.16575,172.9846
Tasman,GW 8407 - Williams,-41.1942,172.9898
Tasman,GW 114 - TDC Roadside,-41.37332,173.1235
Tasman,GW 997 - McCliskies,-41.30288,173.1077
Tasman,GW 37 - Gardner,-41.34181,173.1417
Tasman,GW 32 - TDC,-41.32319,173.1668
Tasman,GW 802 - Waiwest,-41.31306,173.1344
Tasman,GW 1392 - Spring Grove,-41.39251,173.0707
Tasman,GW 23658 - TDC Prod 1 Murchison,-41.8028,172.3205
Tasman,GW 3216 - Ngati Raru,-41.11193,172.9993
Tasman,GW Fish Creek Spring,-40.84987,172.7687
Waikato,Bore (Waikato) at Ferguson J,-37.76424,175.3303
Waikato,Bores (Waikato Region) at Waihora #6 (WT485) new - piezometer,-38.61148,175.7864
Waikato,Bore (Franklin) at Hira Bhana No2,-37.23634,174.9479
Waikato,Bore (Coromandel) at Cooks Beach Fire Station,-36.83833,175.7425
Waikato,Bore (Coromandel) at Carter D,-36.83975,175.7021
Waikato,Bore (Coromandel) at Hahei Holidays Tanks (Obs8),-36.84202,175.8083
Waikato,Bore (Coromandel) at Garland R,-37.0429,175.5214
Waikato,Bore (Coromandel) at Awapuketea Farming Company Limited,-37.06179,175.7961
Waikato,Bore (Coromandel) at Consented Site Tairua Country Club,-36.9988,175.8488
Waikato,Bore (Franklin) at Welch D,-37.23912,174.9515
Waikato,Bore (Franklin) at Doidge EJF,-37.33055,174.9053
Waikato,Bore (Franklin) at Graham F,-37.26761,174.7436
Waikato,Bore (Franklin) at Coles Paul & Linda (ex Handcock),-37.32576,174.9837
Waikato,Bore (Franklin) at Kelly,-37.25975,174.7622
Waikato,Bore (Franklin) at Lam DHA,-37.32659,174.9749
Waikato,Bore (Franklin) at Cooper & Lang Parts (McKinnon),-37.3578,175.0023
Waikato,Bore (Franklin) at Shepherd R,-37.3356,175.0112
Waikato,Bore (Franklin) at Smythe,-37.32842,174.9148
Waikato,Bore (Franklin) at M.S & Myung (ex Sutton)(Pukekohe GNS),-37.27026,174.9368
Waikato,Bore (Franklin) at Whitton T & K,-37.32628,174.9633
Waikato,Bore (Hauraki) at MacGregor,-37.35775,175.4009
Waikato,Bore (Hauraki) at Doran R & D,-37.39196,175.6111
Waikato,Bore (Hauraki) at Mains D & K  (Gray A),-37.3079,175.4009
Waikato,Bore (Hauraki) at Nurseries B & B (Youle),-37.41757,175.9021
Waikato,Bore (Hauraki) at Wakefield GK & SI  (Lawrence JA),-37.4159,175.8863
Waikato,Bore (Hauraki) at Morgan M,-37.40307,175.8109
Waikato,Bore (Hauraki) at Lobb .S   (Browne T),-37.37265,175.8942
Waikato,Bore (Matamata-Piako) at Vance R (ex Brosnan R),-37.65557,175.6619
Waikato,Bore (Matamata-Piako) at MacLean D,-37.69301,175.7143
Waikato,Bore (Matamata-Piako) at Furness Bros,-37.80521,175.7587
Waikato,Bore (Matamata-Piako) at Lynch L,-37.82853,175.7793
Waikato,Bore (Matamata-Piako) at Troughton M,-37.76608,175.7877
Waikato,Bore (Matamata-Piako) at Mattock (ex Bell),-37.75063,175.8293
Waikato,Bore (Matamata-Piako) at Sheehan K,-37.65923,175.7806
Waikato,Bore (Matamata-Piako) at Todd K & S,-37.74766,175.6824
Waikato,Bore (Matamata-Piako) at Vowles D.R & L.D,-37.7112,175.6129
Waikato,Bore (Matamata-Piako) at Webb DE,-37.70768,175.7953
Waikato,Bore (Matamata-Piako) at Wilcox Piezometer,-37.87882,175.7375
Waikato,Bore (Matamata-Piako) at Tauwhare Reservoir Bore - Hauraki Graben,-37.80095,175.7768
Waikato,Bore (Matamata-Piako) at Springdale School,-37.53269,175.5684
Waikato,Bore (Matamata-Piako) at Matamata Aerodrome Tamihana (PZ1),-37.73415,175.7399
Waikato,Bore (Otorohanga) at Martin RJ   ( ex Cook),-38.15888,175.2706
Waikato,Bore (Rotorua) at Sandrey J (New Owners:Zoetermeer Trust),-38.32824,176.2542
Waikato,Bore (Rotorua) at Burbery D,-38.45825,176.3775
Waikato,Bore (Rotorua) at Reporoa Town Hall (Deep),-38.4375,176.341
Waikato,Bore (Rotorua) at Reporoa Town Hall (Shallow),-38.43758,176.3409
Waikato,Bore (Rotorua) at Weren # 1 (obs),-38.49092,176.3852
Waikato,Bore (South Waikato) at Ball A - ex Davis,-37.91104,175.7687
Waikato,Bore (South Waikato) at Haire J & B,-38.0111,175.8217
Waikato,Bore (South Waikato) at Berger B,-38.11192,175.8403
Waikato,Bore (South Waikato) at Goodman K & L (ex Burwell),-38.15979,175.8474
Waikato,Bore (South Waikato) at Hart,-38.11129,175.8112
Waikato,Bore (Taupo) at Ramsey G,-38.64256,175.9359
Waikato,Bore (Taupo) at Law #1 GJ & KD,-38.63746,175.8778
Waikato,Bore (Taupo) at Great Lake Motor Camp - Production Bore,-38.69022,176.0448
Waikato,Bore (Taupo) at Kuratau Piezometer (NGMP),-38.89141,175.7732
Waikato,Bore (Waikato) at Cutforth JRA,-37.69597,175.3586
Waikato,Bore (Waikato) at MacDonald T & C (Barr),-37.56038,175.2883
Waikato,Bore (Waikato) at Martin P - Hamilton Basin,-37.80701,175.4115
Waikato,Bore (Waipa) at Entwisle J & A,-37.85542,175.5006
Waikato,Bore (Waipa) at Boggiss (ex Short),-37.99029,175.2064
Waikato,Bore (Waipa) at Reid K,-37.89776,175.2003
Waikato,Bore (Waitomo) at McPhee B.D,-38.28269,175.3259
Waikato,Bore (Waitomo) at Roselands Restaurant,-38.28417,175.0983
Waikato,Bore (Waitomo) at James S,-38.34094,175.0885
Waikato,Bore (Waitomo) at Symonds,-38.31588,175.1456
Waikato,Bores (Waikato Region) at Hayman Phil & Julia (Rowlands),-38.62595,175.9689
Waikato,Bores (Waikato Region) at Passmore RG #2 (WT508),-38.63548,175.8814
Waikato,Bores (Waikato Region) at L&S Otutira - Station #2 (WT492),-38.64417,175.7889
Waikato,Bores (Waikato Region) at Whakaipo Bay West,-38.68332,175.9588
Waikato,Bores (Waikato Region) at Otaipuhe Station Manager's Piezometer,-38.67475,175.6893
Waikato,Bores (Waikato Region) at Rangiatea Station - Corner K'Road (Deep),-38.83005,175.6979
Waikato,Bores (Waikato Region) at Kuratau Hall Monitoring Piezometer,-38.88169,175.6759
Waikato,Bores (Waikato Region) at Waituhi Station - Cnr Kuratau Hydro Rd,-38.86372,175.6836
Waikato,Bores (Waikato Region) at Rangiatea Station - Corner K'Road (Shal),-38.83004,175.6977
Waikato,Bores (Waikato Region) at Otaipuhe Station L & S (Manager's House),-38.67486,175.6893
Waikato,Bores (Waikato Region) at Holland D.C & F.K,-37.37537,175.8648
Waikato,Bores (Waikato Region) at O'Sullivan D.J (1.Tank),-37.83674,175.7772
Waikato,Bores (Waikato Region) at Lovegrove,-36.72411,175.723
Waikato,Bores (Waikato Region) at Moss G & S,-38.2475,175.8465
Wellington,S25/5200,-40.81296,175.1482
Wellington,S27/0202,-41.10663,175.4469
Wellington,S26/0568,-41.05596,175.5405
Wellington,S27/0522,-41.24401,175.423
Wellington,S25/5322,-40.74417,175.1675
Wellington,R27/0320,-41.22559,174.8731
Wellington,R27/1265,-41.22552,174.8731
Wellington,T26/0003,-40.86172,175.6407
Wellington,S27/0571,-41.22775,175.4716
Wellington,S26/0223,-40.98897,175.5702
Wellington,S25/5256,-40.78279,175.139
Wellington,R26/6503,-40.97359,174.976
Wellington,S27/0442,-41.28716,175.2677
Wellington,R27/1171,-41.25523,174.8679
Wellington,S27/0594,-41.3536,175.1679
Wellington,R25/5135,-40.79812,175.1236
Wellington,S27/0009,-41.13682,175.3102
Wellington,T26/0259,-40.89782,175.6829
Wellington,T26/0206,-40.91037,175.6429
Wellington,T26/0099,-40.91228,175.6422
Wellington,T26/0087,-40.9387,175.6169
Wellington,S26/0299,-40.96514,175.5948
Wellington,T26/0413,-40.98049,175.6683
Wellington,S26/0576,-41.05045,175.54
Wellington,S26/0762,-41.07853,175.5677
Wellington,S26/0117,-41.01276,175.515
Wellington,S26/0467,-41.0397,175.4897
Wellington,S26/0439,-41.02818,175.4681
Wellington,S27/0585,-41.32794,175.1547
Wellington,S27/0156,-41.14085,175.4236
Wellington,S27/0136,-41.10863,175.4083
Wellington,S27/0070,-41.13929,175.3533
Wellington,S26/0457,-41.07178,175.4717
Wellington,S27/0396,-41.20155,175.4551
Wellington,S27/0681,-41.22254,175.4928
Wellington,S27/0389,-41.22074,175.4719
Wellington,S27/0283,-41.20184,175.3528
Wellington,S27/0268,-41.22178,175.3079
Wellington,S27/0495,-41.24539,175.3538
Wellington,S27/0435,-41.25241,175.2392
Wellington,S27/0433,-41.27908,175.2411
Wellington,S27/0602,-41.30147,175.265
Wellington,BQ33/0032,-41.33353,175.2321
Wellington,S27/0615,-41.33042,175.2323
Wellington,S26/0824,-41.03459,175.5047
Wellington,S26/0705,-41.03553,175.5038
Wellington,S27/0344,-41.18979,175.4248
Wellington,S27/0607,-41.30463,175.2253
Wellington,S27/0588,-41.34387,175.2093
Wellington,S27/0299,-41.17711,175.3427
Wellington,T26/0489,-40.96277,175.7043
Wellington,T26/0332,-41.0043,175.6425
Wellington,T26/0538,-40.96888,175.7065
Wellington,T26/0430,-40.9537,175.6392
Wellington,T27/0063,-41.09066,176.072
Wellington,R25/5233,-40.74332,175.1248
Wellington,S25/5125,-40.78356,175.1656
Wellington,R25/5165,-40.79517,175.0864
Wellington,R25/5100,-40.81741,175.0697
Wellington,R26/6624,-40.86394,175.0638
Wellington,R25/5190,-40.82112,175.095
Wellington,R26/6587,-40.87538,175.0488
Wellington,R27/1182,-41.24628,174.9009
Wellington,R27/1180,-41.2142,174.9138
Wellington,R27/6418,-41.3039,174.9377
Wellington,R27/6833,-41.12394,175.117
Wellington,R27/1183,-41.18673,174.9446
Wellington,R27/1137,-41.12819,175.0658
Wellington,BP34/0216,-41.03488,175.5045
West Coast,Becker Farm GW @ Orwell Ck Rd,-42.36602,171.6207
West Coast,Begg Farm GW @ Granville Rd Totara Flat,-42.29891,171.6344
West Coast,Boatmans @ Reefton,-42.04102,171.8882
West Coast,Brookshaws Res GW @ Totara Flat,-42.30147,171.607
West Coast,Burke Ck @ Reefton,-42.08557,171.8781
West Coast,Garvey ck @ Reefton,-42.17189,171.9334
West Coast,Havill @ Ikamatua,-42.27674,171.6945
West Coast,Karamea well @ Kongahu Beach,-41.34862,172.0783
West Coast,Karamea well @ Baker ck,-41.24156,172.1156
West Coast,Karamea well @ Blackwater,-41.34407,172.0836
West Coast,Karamea well @ Umere,-41.26248,172.1749
West Coast,Kowhai Downs @ Maruia,-42.28187,172.2048
West Coast,Porter @ Maimai,-42.14559,171.7431
West Coast,Mills Farm GW @ Ahaura,-42.33964,171.5731
West Coast,Mitchell @ Reefton,-42.02204,171.8708
West Coast,Parkinson Farm GW @ Reefton,-42.09232,171.8409
West Coast,Rotomanu Station Rd @ Rotomanu,-42.65094,171.5645
West Coast,Springs Junction @ 500m s SJ,-42.33767,172.1821
West Coast,Taramakau @ Taramakau settlement,-42.67624,171.247
West Coast,Newman farm @ Maruia,-42.18284,172.2142
West Coast,Westport @ Okari,-41.83616,171.4971
West Coast,Agnews Res GW @ Kokatahi,-42.83703,171.0419
West Coast,Anderson Farm GW @ Kowhitirangi,-42.91776,171.0343
West Coast,Bertacco Farm GW @ Ahaura,-42.34313,171.5604
West Coast,Colemans Farm GW @ Kowhitirangi,-42.85818,171.0042
West Coast,Hunter Farms New GW @ Atarau,-42.29832,171.578
West Coast,Milnes Farm GW @ Orowaiti,-41.80142,171.6103
West Coast,Van der Geest GW @ Logburn Rd,-42.25834,171.5381
West Coast,Westland Water World GW @ Hokitika,-42.71687,170.9642
